10000 20000
6334 9266 33654542 
6334 9581 13461375 
6335 9244 96177096 
6336 7421 23780722 
6336 7478 71075765 
6337 8490 41537275 
6338 8842 74530387 
6338 9636 55239066 
6338 7204 97532180 
6338 6689 61540650 
6339 9178 48933957 
6341 6670 86294629 
6341 9906 33784093 
6342 9848 74165322 
6342 9205 82836968 
6342 6967 95476569 
6343 7282 30808571 
6344 9449 5772980 
6344 7743 54283045 
6344 7400 18939502 
6345 9957 15361440 
6347 9020 83881436 
6347 9390 21142685 
6348 6836 40472639 
6348 7080 49809409 
6349 9043 36417806 
6349 8073 22836892 
6350 8439 79423662 
6351 7366 54025986 
6352 9993 3627741 
6352 8317 36077535 
6352 6852 30424378 
6352 9045 87960051 
6353 6998 6102524 
6354 7491 25404584 
6355 9820 67305766 
6355 8528 53233656 
6356 7708 65701888 
6357 6905 58465416 
6357 8478 1575126 
6357 7930 39332552 
6358 8157 21122193 
6358 7994 7076126 
6358 7483 4643187 
6358 7838 14432104 
6359 8286 46741827 
6360 7290 52795625 
6361 7611 90179638 
6361 7015 13564854 
6362 7886 92562801 
6363 9414 84254308 
6363 8292 66352382 
6365 9936 7905656 
6365 7318 25848291 
6365 8444 89733157 
6367 7770 52640585 
6367 8409 80719338 
6369 7810 93109440 
6370 6438 61058861 
6370 8508 73792331 
6370 8454 47879747 
6371 9505 5371526 
6372 8681 40133769 
6372 7181 44212921 
6373 7824 23711865 
6373 7635 25245937 
6373 9999 63069251 
6374 9562 73144383 
6374 6706 30755361 
6374 8001 85358264 
6374 7502 91964917 
6375 9760 51969467 
6376 9896 7961656 
6377 9404 48972996 
6377 6839 63968153 
6377 9432 11422188 
6377 9989 18987908 
6378 7345 40120822 
6380 7149 38956106 
6382 9240 99197538 
6383 7124 22238747 
6383 7804 58475511 
6383 7397 59849599 
6384 8145 25696419 
6384 7019 20343446 
6384 6750 70171035 
6384 7875 69617293 
6384 6387 14407090 
6384 8332 39768709 
6384 6670 62081886 
6385 9231 59220867 
6385 7173 74822869 
6386 8574 40698772 
6387 9530 94048901 
6388 6643 90649391 
6388 9464 69458007 
6389 7231 95722550 
6389 8959 71154641 
6389 9240 66181889 
6389 7481 67864338 
6389 7537 93595838 
6390 6452 93471944 
6390 8988 68316559 
6390 8550 23584071 
6390 7648 52719005 
6391 6650 75037944 
6391 6908 47445031 
6392 8029 93935770 
6392 8886 51488691 
6392 7447 97131467 
6393 7832 51460195 
6393 6933 94910165 
6394 9946 30514180 
6395 7308 29678443 
6398 8442 2192803 
6398 7191 12742829 
6399 8849 42634894 
6399 6792 24266357 
6399 7279 63454972 
6399 6830 42888706 
6400 8980 9673861 
6400 8875 46430505 
6401 6439 45639323 
6401 7382 29441912 
6402 9692 54906673 
6402 7894 55139254 
6403 8894 29047781 
6403 8372 63322004 
6403 9711 64634991 
6404 6604 13147278 
6404 8642 59211279 
6405 9436 73592970 
6405 8310 63939086 
6406 8659 83150618 
6406 9284 45378791 
6408 7456 15699018 
6409 8929 98031805 
6409 7902 68643011 
6409 9955 37305656 
6409 9128 745934 
6410 7348 80562457 
6410 8781 25586002 
6411 8456 37015999 
6411 7538 7059868 
6412 8934 14545227 
6412 7968 69980420 
6412 9356 11269895 
6413 8863 85078103 
6414 7104 52997305 
6415 6725 1059743 
6415 8870 98168025 
6415 6858 67999773 
6416 7638 36362059 
6416 8427 66107005 
6417 9432 78154988 
6418 7395 59907393 
6418 7662 28486651 
6419 9308 3106538 
6420 7010 10227588 
6420 8044 42694191 
6420 6670 85625922 
6421 9595 85321012 
6422 6435 17143483 
6423 6826 51962566 
6423 8000 93360112 
6423 7714 80017838 
6426 8398 62598987 
6427 7095 63602659 
6427 9746 95798924 
6428 7804 39187643 
6428 6568 5073780 
6429 8439 45517592 
6429 8524 18088934 
6430 7518 51474566 
6430 8020 53170088 
6431 7156 62656239 
6431 8128 9318403 
6432 7589 46341461 
6432 9763 85677642 
6432 7258 80589267 
6432 7528 24365787 
6434 9337 95756701 
6435 6482 41876515 
6436 8570 50300726 
6436 9631 8705258 
6437 6871 99648174 
6437 6547 74641966 
6437 7149 97257792 
6437 9022 90334370 
6437 9195 96037549 
6440 6946 22435449 
6444 8718 41036390 
6444 9292 99515773 
6445 7102 27885416 
6445 6761 51960565 
6446 7468 24777750 
6447 9155 34878301 
6448 7852 39706231 
6448 9234 23046096 
6449 9696 34675333 
6450 6606 598075 
6451 7959 62062709 
6451 7747 49634674 
6452 6559 75850494 
6453 8044 13734832 
6453 8199 26071374 
6453 7318 25837512 
6454 9093 38061494 
6454 8361 97146086 
6455 8913 29540313 
6455 7696 67616844 
6455 6736 56071433 
6456 9532 38995278 
6456 7441 95347070 
6456 8366 14144849 
6457 8178 84330812 
6457 8802 24034702 
6457 8351 72058989 
6458 6867 80638728 
6460 8110 7058491 
6460 7758 54838656 
6461 7659 58539557 
6462 7057 8931394 
6463 6933 70442380 
6463 7074 88990778 
6464 8256 57967052 
6465 7044 61134550 
6465 7117 17898866 
6466 9675 52873885 
6466 7884 86730840 
6467 7899 56235798 
6469 6746 80815467 
6469 8948 4918325 
6470 7609 94935760 
6470 8441 60637930 
6470 8211 88777147 
6472 8976 68908573 
6472 8748 1674889 
6473 9552 95184679 
6474 8231 11312371 
6474 6946 87521243 
6475 8364 34996082 
6476 8817 74413861 
6476 9460 88712556 
6476 9154 20763977 
6476 8474 34996151 
6476 7786 99617269 
6477 9668 9493155 
6478 7803 44148904 
6478 8431 21398391 
6479 9513 93578991 
6479 8566 32334273 
6480 7517 5310298 
6481 7563 83130351 
6482 7326 32513623 
6486 7905 83930310 
6486 8550 58220153 
6486 9156 73088315 
6487 9494 2971672 
6488 9409 52745240 
6489 6679 14949637 
6491 8578 76371096 
6491 8540 96017313 
6491 6926 81870818 
6491 7393 29986941 
6492 6684 59609556 
6494 7069 42430828 
6494 7842 5629290 
6495 9119 99939823 
6495 7300 47284403 
6496 7256 33169636 
6497 9189 68589802 
6497 7719 37119569 
6497 6539 53032661 
6498 9069 59360046 
6499 8934 33941848 
6500 9107 99800900 
6500 7008 62328731 
6502 6986 63487258 
6503 9618 76297873 
6503 7565 22357880 
6503 6571 10859955 
6505 8158 68231360 
6505 9718 11540302 
6505 8211 92138074 
6506 8418 11355905 
6506 9613 48196565 
6506 9864 25490532 
6507 7376 32413533 
6507 9735 28642299 
6509 7992 21199301 
6510 7752 99989662 
6510 8315 85475269 
6510 9485 93636622 
6512 9528 47041275 
6512 7731 97106348 
6513 7731 33709347 
6514 8653 36073816 
6515 7092 95882746 
6515 7378 19547092 
6517 9816 92319766 
6517 8323 83282964 
6517 7555 58900887 
6518 8708 82992287 
6518 7337 91269438 
6520 9880 29502539 
6521 7335 30505092 
6521 6714 93167098 
6521 8711 73963636 
6522 8454 81294159 
6522 9654 59544909 
6523 7618 51461707 
6524 7244 72811504 
6525 9335 62286041 
6526 6907 38135385 
6526 8550 89340019 
6526 9646 46896746 
6527 8671 56606191 
6527 9477 2365326 
6528 8836 63499969 
6528 6619 27559763 
6529 8916 84995415 
6529 7039 86438697 
6530 8202 85998715 
6530 9617 77555480 
6531 6690 69266470 
6532 8224 58373547 
6533 7438 70579010 
6533 8047 93837637 
6534 6835 68218007 
6534 7260 10064002 
6534 8444 90234592 
6535 7254 43604547 
6536 8470 90076464 
6537 7470 80292701 
6537 6857 40006636 
6538 7575 8820034 
6538 7868 69163164 
6539 9950 10493951 
6540 8638 88721829 
6540 8456 42951927 
6540 9867 29474485 
6543 8086 40713725 
6543 7235 39222647 
6543 9254 76746217 
6544 6625 76184540 
6545 8143 56734870 
6546 8875 38389049 
6546 7903 7450743 
6546 7944 17386123 
6547 8708 62328743 
6548 6993 15701576 
6548 9472 75754443 
6548 8925 90701733 
6549 6716 5849800 
6549 9595 57359951 
6549 9801 43280136 
6550 8910 22979273 
6550 7096 14421967 
6550 6785 73547046 
6551 8530 10672043 
6552 8413 57738162 
6552 8667 5422100 
6553 7806 94185191 
6553 7252 76479143 
6554 7270 93390528 
6555 6941 634745 
6555 6952 42586631 
6556 9155 27491813 
6556 7835 39897879 
6557 8612 55721337 
6558 7023 12884558 
6560 7401 40585811 
6561 8891 1835014 
6561 7193 80314338 
6563 6909 74553553 
6564 9497 13579789 
6565 9946 47998414 
6566 8090 25864247 
6568 9350 80398201 
6568 9479 14579623 
6568 7635 90581732 
6569 6769 95319220 
6569 8389 25184211 
6569 8983 54099820 
6570 8974 98439211 
6574 8546 79432195 
6574 9747 50829973 
6575 9073 5145814 
6575 9394 50949158 
6576 8525 6724195 
6577 7560 87743191 
6578 8981 57060801 
6579 9592 21832032 
6580 9295 88065927 
6580 7627 1954042 
6580 7625 26214545 
6581 7344 77249088 
6582 7425 96351555 
6582 6722 34426215 
6582 9166 26529760 
6583 7435 55130526 
6583 9354 49795736 
6584 8853 7136011 
6588 9452 99988964 
6588 8707 40236755 
6589 9857 28975881 
6589 9816 56892016 
6590 8441 78331109 
6591 7857 10168207 
6593 7301 26579478 
6593 8732 4051434 
6593 7427 6716351 
6594 7903 41986257 
6595 8220 25831038 
6597 7115 74515906 
6598 8761 47221402 
6598 9469 9746221 
6599 9628 29685546 
6600 9516 36417222 
6600 9986 96068984 
6601 7678 87952566 
6602 8792 712875 
6602 6856 31721532 
6604 8238 63675589 
6605 6757 33540612 
6607 9783 53200097 
6607 7029 63376333 
6609 7315 7741739 
6609 9026 45286673 
6609 9554 64359323 
6612 6901 78337841 
6615 8277 60188840 
6617 8992 76260715 
6618 6743 62354572 
6619 8310 63732376 
6619 9556 80892230 
6619 8739 68586309 
6620 8647 6262873 
6621 9232 87046298 
6624 9331 99595486 
6625 6982 4847773 
6626 7669 16577271 
6626 8549 57330728 
6627 7199 11065698 
6628 9208 17813436 
6628 7300 6568502 
6628 7207 82609719 
6628 6670 35329297 
6630 7327 95977024 
6634 9745 24548681 
6635 6680 4734956 
6635 9681 95130687 
6635 9862 65356203 
6636 9077 80557299 
6636 7607 18877518 
6638 7414 97991753 
6638 9084 84283021 
6638 6819 27876579 
6639 9682 20875236 
6640 9647 43021055 
6640 9820 53538937 
6641 7803 11775355 
6642 7455 42694067 
6643 7877 9500479 
6643 7272 10189951 
6646 8945 78053683 
6647 8987 53391112 
6647 8562 75636663 
6647 9586 62631809 
6647 8573 25434462 
6648 7373 6553996 
6648 9806 91816284 
6648 9976 47086888 
6649 8863 26898448 
6649 7706 3029232 
6650 7144 4482163 
6650 9827 783397 
6650 6864 89808747 
6651 7646 20313046 
6651 8839 44934673 
6652 8718 23295533 
6653 9201 62552080 
6654 9583 52467570 
6654 8413 6690632 
6655 9969 32808274 
6657 9615 959661 
6657 8940 15299291 
6659 7263 83385799 
6660 8733 28599196 
6661 8361 37710228 
6661 7833 50248036 
6661 7013 51274319 
6661 6753 73591439 
6662 9979 88889469 
6662 9816 45167251 
6664 7761 840864 
6664 9140 1224610 
6664 8198 85618978 
6666 9778 65106955 
6666 7888 7689115 
6666 8511 89362063 
6666 9501 40961244 
6669 9387 59195347 
6672 7986 27299120 
6672 6767 7577572 
6673 8883 76328809 
6673 8158 80234037 
6673 9968 3241383 
6675 8840 47379244 
6675 9553 92007472 
6675 6734 1000106 
6677 6820 45314871 
6677 8191 95476865 
6681 9424 86042506 
6681 8344 56430915 
6682 9474 69673324 
6683 6879 7072782 
6683 8989 57407041 
6684 8400 37067907 
6684 7189 20276582 
6685 9069 31985520 
6686 7433 68768118 
6686 6696 40474894 
6687 8753 35872499 
6687 8481 29441784 
6689 8569 20743274 
6690 8707 72836438 
6692 9385 94875036 
6693 9551 92556163 
6693 6711 81197464 
6695 7616 34674229 
6695 7029 88754798 
6696 7767 49481563 
6696 7624 13415673 
6697 9906 60960790 
6698 8992 43865042 
6700 7858 68699852 
6701 7192 23842322 
6701 9895 41696168 
6702 9544 42069479 
6704 7492 47528848 
6705 8235 27204925 
6705 9357 53431360 
6705 7691 89347805 
6706 7312 45979616 
6706 9057 39991702 
6707 7276 14859335 
6708 7674 8794686 
6710 9811 2223720 
6710 9531 4282357 
6710 9496 87071421 
6710 6811 59493861 
6710 8798 27437061 
6711 8407 36611766 
6711 8881 84957229 
6711 8235 97998783 
6711 7155 39405287 
6712 9539 87058972 
6712 9302 10946582 
6712 7670 34373325 
6713 6815 26270406 
6714 8061 49446129 
6716 8547 99575405 
6716 6727 30346230 
6719 7879 38888803 
6719 9372 35936617 
6721 9539 65127973 
6722 8770 77644854 
6722 9652 20676206 
6723 7280 89667248 
6723 6896 88441552 
6724 8059 20964502 
6725 7050 91961600 
6725 9305 45684442 
6726 7245 44083853 
6727 7745 46481825 
6728 9005 22123230 
6729 7363 6779754 
6730 9070 89603266 
6730 7567 73523737 
6730 9095 49763592 
6732 9129 77992392 
6732 7256 53328608 
6736 9271 83468428 
6736 7383 26616260 
6736 7751 69088508 
6737 9501 81924386 
6737 7007 30404615 
6737 7796 49507105 
6737 9070 46502723 
6738 6884 56092844 
6738 9998 40973777 
6740 9715 44139943 
6741 8034 50804765 
6742 7206 91561317 
6742 7492 43324345 
6744 8172 26091348 
6744 7788 53587277 
6745 8029 80944383 
6745 8609 43124458 
6745 7486 22234313 
6746 9168 76722524 
6746 6807 57895215 
6746 6942 96367507 
6747 7796 63618888 
6747 6871 65123164 
6748 9713 62750309 
6748 7036 36817883 
6749 7165 14949404 
6750 9157 30916655 
6750 9456 2474483 
6752 7114 86065635 
6752 9489 75053438 
6752 6786 47144924 
6753 9671 1035936 
6753 7187 1447550 
6753 8967 28580973 
6754 8584 47707731 
6754 8563 37161919 
6755 9242 57630630 
6755 7006 37678964 
6756 8819 16180676 
6756 7544 21816500 
6757 8220 17162171 
6757 8617 25339029 
6759 8646 71661283 
6760 9781 39361597 
6761 9616 10044386 
6761 9100 64213415 
6761 7495 75710515 
6762 8206 98240897 
6763 9726 18741515 
6764 9377 29683167 
6768 6777 64865635 
6770 9758 60089696 
6770 7792 16365975 
6770 7312 38508383 
6771 9538 35008320 
6771 9413 53978414 
6771 7722 61855772 
6771 8393 35828099 
6772 9943 92982436 
6772 7093 96690027 
6774 8293 63403200 
6775 9830 92412143 
6775 8709 29699663 
6776 6841 54934460 
6777 9691 5717442 
6779 6991 62652299 
6779 9284 52672706 
6780 8651 13680533 
6780 9090 2524068 
6781 8073 97558524 
6781 9964 21453748 
6783 9128 70427640 
6783 8774 52264198 
6783 9960 82181216 
6783 9159 77098842 
6784 8674 72579941 
6785 6807 85830172 
6785 7444 45307525 
6785 7082 44623236 
6787 8915 540507 
6789 9116 16741860 
6791 7923 68223410 
6792 8155 94103279 
6794 6834 29300438 
6794 7977 85974910 
6794 9511 66553931 
6794 8177 74019206 
6795 6918 71552714 
6795 8259 2876758 
6797 7855 7736303 
6797 8873 37686330 
6799 8685 64589107 
6799 7176 77723672 
6800 9750 32942947 
6800 9799 97521171 
6800 7335 98631892 
6802 9004 49448174 
6802 7953 4701181 
6803 8397 39312830 
6805 6867 84645031 
6805 8584 99223686 
6806 6931 40435560 
6806 7732 17282917 
6806 9737 60304608 
6807 9398 17634030 
6807 8856 23865830 
6809 7350 18297250 
6809 7585 6693660 
6810 9184 69019762 
6810 8861 5345700 
6811 7643 70014463 
6814 8126 68887259 
6817 8001 3378948 
6818 9061 47046460 
6819 8709 97522494 
6820 9052 16950114 
6821 6962 37407603 
6823 7901 75303082 
6823 9958 87409033 
6824 9384 38295077 
6824 8419 20003379 
6824 9976 7880887 
6827 8087 5419179 
6828 9356 81992103 
6829 8223 86856306 
6829 6885 50616991 
6830 8377 52187661 
6832 8196 77581531 
6832 8192 81768635 
6833 7142 10066223 
6833 9505 98806104 
6834 8267 25226694 
6836 8616 92367990 
6837 9302 94481438 
6837 9690 72382748 
6838 9999 66013742 
6839 7372 20102330 
6841 8226 23302646 
6842 7296 51888599 
6843 7473 74135367 
6843 6946 83268418 
6844 8723 16100464 
6844 7951 27155310 
6845 7450 39438552 
6845 7185 16447064 
6846 8876 56424344 
6848 8825 28387875 
6848 8635 64371683 
6848 9435 9485853 
6849 8447 57884408 
6849 8234 51139268 
6851 8195 56074156 
6851 9036 76530917 
6851 8802 87995318 
6851 8539 55062110 
6851 7703 41734056 
6853 8287 49596731 
6853 9664 16140691 
6853 7882 42369078 
6854 9045 89472905 
6854 8855 55913049 
6855 8445 71023617 
6855 9024 51276716 
6855 9574 18771791 
6856 9001 803206 
6857 9544 23600425 
6857 7322 21953877 
6858 9507 79690227 
6859 9054 94718367 
6859 9932 11541861 
6862 9197 51960304 
6865 8932 98917395 
6865 9277 1480485 
6866 9542 99253602 
6868 9763 17385458 
6868 7040 12658563 
6868 8937 17287554 
6872 8358 19589294 
6873 9050 53080337 
6874 9584 60784472 
6875 9946 73669108 
6876 8500 26495969 
6876 7563 70527882 
6877 9489 59226581 
6877 9772 63155995 
6878 7002 80285627 
6879 8402 98192171 
6879 7217 57510324 
6879 9519 16955456 
6882 7885 66227256 
6883 7666 90734686 
6883 7625 64825347 
6885 7849 59648671 
6885 9606 26900916 
6887 9652 26678262 
6887 9921 54908061 
6889 9127 15862482 
6889 7410 62430738 
6890 9725 61874574 
6890 9762 24594934 
6890 9478 80311347 
6891 7266 58989430 
6892 7537 97063698 
6892 7889 99816290 
6894 9827 4188033 
6895 8534 28383636 
6896 9451 98154860 
6897 8536 37938873 
6897 8654 36466240 
6897 8019 11889412 
6898 8735 55050662 
6901 6979 86017429 
6902 7839 50819040 
6902 7504 86012545 
6902 8544 37970841 
6903 9945 14612022 
6903 9628 59010191 
6903 8949 23022918 
6903 7560 60366471 
6904 8162 44962145 
6904 6985 91929465 
6905 7452 55336515 
6905 8842 86239761 
6906 9159 24379434 
6908 7489 18259660 
6908 8263 33780975 
6908 8850 53243348 
6909 7072 99390538 
6909 8736 62850333 
6911 9434 87012106 
6911 9454 43827621 
6911 8685 62309093 
6911 7229 52669332 
6911 8520 46586541 
6911 7754 72468895 
6911 8048 35136761 
6912 8828 89862420 
6912 7015 20499361 
6912 7314 75146723 
6912 8004 85035830 
6912 9182 96339998 
6914 8453 76970973 
6914 7120 37022478 
6915 9003 79698052 
6918 9889 65297454 
6918 9708 151907 
6919 7404 64776574 
6919 8174 50287869 
6920 9525 59056319 
6920 8066 61593558 
6922 8451 88076164 
6923 9488 60169121 
6924 7656 18796824 
6924 9275 30692518 
6927 7945 81416170 
6927 9415 2070478 
6930 9367 22608544 
6931 7140 23706522 
6932 7764 62433248 
6933 9013 98336655 
6933 6941 54817930 
6934 8657 38101793 
6936 8534 73452282 
6936 9703 83591812 
6937 9968 59187288 
6937 9582 31088051 
6937 8543 92670238 
6937 8186 28324910 
6940 8702 9038773 
6941 9560 7977936 
6942 8268 96833214 
6944 9486 4826282 
6945 8713 69042564 
6946 7355 76552700 
6946 8478 6965250 
6947 9884 18694244 
6949 8347 15644051 
6949 8894 90025500 
6950 8830 35249049 
6954 7896 8926751 
6954 9909 25108244 
6954 9794 90790626 
6955 8595 63819093 
6958 9597 50637645 
6959 8303 9603040 
6962 8085 29713312 
6962 9617 25304366 
6962 9670 74879731 
6963 6996 40643612 
6963 8260 24544225 
6966 9039 69652358 
6967 7052 96084548 
6968 9372 99004160 
6969 6999 84468977 
6969 9153 24092715 
6969 8122 4704092 
6970 9343 88038525 
6971 8676 60643990 
6971 9200 3363394 
6971 8298 33256503 
6972 8768 51919045 
6972 8545 16757343 
6974 8212 66195169 
6975 9139 81163032 
6975 8869 11438041 
6977 7234 45293935 
6978 9245 30221727 
6979 8020 36728316 
6979 8736 58797931 
6979 9581 79410227 
6980 9062 71777830 
6981 7470 72965639 
6982 8302 18078271 
6984 9481 45943298 
6987 9056 82134618 
6987 7445 41007884 
6989 7903 19886201 
6989 7755 39509010 
6990 9005 33845649 
6990 7326 59243032 
6991 8577 20847912 
6991 7542 88296220 
6991 9513 25951484 
6992 8660 61759288 
6992 9401 53899239 
6996 8083 58884950 
6996 9924 22608920 
6997 9236 11826183 
6997 9609 28170762 
6998 9554 94740517 
7000 8277 33854850 
7001 8405 41601390 
7002 7371 49777297 
7002 9529 85070116 
7006 8497 14820156 
7007 8307 93476793 
7010 8496 6310133 
7011 8128 16755547 
7011 8281 96238452 
7013 9980 78271283 
7013 8647 90984029 
7014 8945 88141068 
7015 7371 84551557 
7016 9901 38867538 
7017 8814 77205454 
7018 9616 74657715 
7021 9644 788777 
7021 8354 81483830 
7022 9110 85077803 
7023 7713 30831054 
7023 8183 8825259 
7025 9386 79189080 
7025 8684 2746321 
7025 9248 98035972 
7025 7089 5183753 
7026 7736 12921684 
7027 7144 16419779 
7028 8037 28671270 
7029 7591 9514054 
7029 9279 88648459 
7030 9739 45180620 
7032 7627 5201402 
7032 8330 54010207 
7033 7931 82519388 
7033 9615 20939786 
7033 8496 78950183 
7035 8227 12922831 
7035 8851 25782340 
7035 7561 14581743 
7039 7419 73322125 
7039 9145 61100939 
7039 7438 20478292 
7040 7584 65563823 
7042 7931 49622486 
7042 8251 26930227 
7043 9966 17587293 
7044 8269 21563720 
7044 8720 26795394 
7045 7857 62951484 
7045 9788 19989391 
7047 8548 10987579 
7050 7338 47640072 
7051 8560 32110552 
7052 8016 13483102 
7052 9930 15652005 
7052 8409 49539897 
7054 8413 95975699 
7056 9760 63387105 
7057 8638 70115103 
7058 7505 98583226 
7058 8212 51976026 
7059 7916 99754741 
7060 8074 24312470 
7060 8439 2661264 
7061 8806 56268678 
7064 8023 30615292 
7064 9548 53463407 
7064 8486 79210325 
7065 7760 91865067 
7068 8712 18968264 
7069 7940 54580858 
7069 9642 9449230 
7070 7862 30666817 
7070 9213 14549340 
7074 8116 2714949 
7075 7187 37794657 
